1,"Goroka","Goroka","Papua New Guinea","GKA","AYGA",-6.081689834590001,145.391998291,5282,10,"U","Pacific/Port_Moresby","airport",
2,"Madang","Madang","Papua New Guinea","MAG","AYMD",-5.20707988739,145.789001465,20,10,"U","Pacific/Port_Moresby","airport",
3,"Mount Hagen Kagamuga","Mount Hagen","Papua New Guinea","HGU","AYMH",-5.826789855957031,144.29600524902344,5388,10,"U","Pacific/Port_Moresby","airport",
4,"Nadzab","Nadzab","Papua New Guinea","LAE","AYNZ",-6.569803,146.725977,239,10,"U","Pacific/Port_Moresby","airport",
5,"Port Moresby Jacksons International","Port Moresby","Papua New Guinea","POM","AYPY",-9.443380355834961,147.22000122070312,146,10,"U","Pacific/Port_Moresby","airport",
6,"Wewak International","Wewak","Papua New Guinea","WWK","AYWK",-3.58383011818,143.669006348,19,10,"U","Pacific/Port_Moresby","airport",
7,"Narsarsuaq","Narssarssuaq","Greenland","UAK","BGBW",61.1604995728,-45.4259986877,112,-3,"E","America/Godthab","airport",
8,"Godthaab / Nuuk","Godthaab","Greenland","GOH","BGGH",64.19090271,-51.6781005859,283,-3,"E","America/Godthab","airport",
9,"Kangerlussuaq","Sondrestrom","Greenland","SFJ","BGSF",67.0122218992,-50.7116031647,165,-3,"E","America/Godthab","airport",
10,"Thule Air Base","Thule","Greenland","THU","BGTL",76.5311965942,-68.7032012939,251,-4,"E","America/Thule","airport",
11,"Akureyri","Akureyri","Iceland","AEY","BIAR",65.66000366210938,-18.07270050048828,6,0,"N","Atlantic/Reykjavik","airport",
12,"Egilsstaðir","Egilsstadir","Iceland","EGS","BIEG",65.2833023071289,-14.401399612426758,76,0,"N","Atlantic/Reykjavik","airport",
13,"Hornafjörður","Hofn","Iceland","HFN","BIHN",64.295601,-15.2272,24,0,"N","Atlantic/Reykjavik","airport",
14,"Húsavík","Husavik","Iceland","HZK","BIHU",65.952301,-17.426001,48,0,"N","Atlantic/Reykjavik","airport",
15,"Ísafjörður","Isafjordur","Iceland","IFJ","BIIS",66.05809783935547,-23.135299682617188,8,0,"N","Atlantic/Reykjavik","airport",
16,"Keflavik International","Keflavik","Iceland","KEF","BIKF",63.985000610352,-22.605600357056,171,0,"N","Atlantic/Reykjavik","airport",
17,"Patreksfjörður","Patreksfjordur","Iceland","PFJ","BIPA",65.555801,-23.965,11,0,"N","Atlantic/Reykjavik","airport",
18,"Reykjavik","Reykjavik","Iceland","RKV","BIRK",64.1299972534,-21.9405994415,48,0,"N","Atlantic/Reykjavik","airport",
19,"Siglufjörður","Siglufjordur","Iceland","SIJ","BISI",66.133301,-18.9167,10,0,"N","Atlantic/Reykjavik","airport",
20,"Vestmannaeyjar","Vestmannaeyjar","Iceland","VEY","BIVM",63.42430114746094,-20.278900146484375,326,0,"N","Atlantic/Reykjavik","airport",
21,"Sault Ste Marie","Sault Sainte Marie","Canada","YAM","CYAM",46.48500061035156,-84.5093994140625,630,-5,"A","America/Toronto","airport",
22,"Winnipeg / St. Andrews","Winnipeg","Canada","YAV","CYAV",50.0564002991,-97.03250122070001,760,-6,"A","America/Winnipeg","airport",
23,"Halifax / CFB Shearwater Heliport","Halifax","Canada","YAW","CYAW",44.6397018433,-63.499401092499994,144,-4,"A","America/Halifax","airport",
24,"St. Anthony","St. Anthony","Canada","YAY","CYAY",51.3918991089,-56.083099365200006,108,-3.5,"A","America/St_Johns","airport",
25,"Tofino / Long Beach","Tofino","Canada","YAZ","CYAZ",49.079833,-125.775583,80,-8,"A","America/Vancouver","airport",
26,"Kugaaruk","Pelly Bay","Canada","YBB","CYBB",68.534401,-89.808098,56,-7,"A","America/Edmonton","airport",
27,"Baie Comeau","Baie Comeau","Canada","YBC","CYBC",49.13249969482422,-68.20439910888672,71,-5,"A","America/Toronto","airport",
28,"CFB Bagotville","Bagotville","Canada","YBG","CYBG",48.33060073852539,-70.99639892578125,522,-5,"A","America/Toronto","airport",
29,"Baker Lake","Baker Lake","Canada","YBK","CYBK",64.29889678960001,-96.077796936,59,-6,"A","America/Winnipeg","airport",
30,"Campbell River","Campbell River","Canada","YBL","CYBL",49.950801849365234,-125.27100372314453,346,-8,"A","America/Vancouver","airport",
31,"Brandon Municipal","Brandon","Canada","YBR","CYBR",49.91,-99.951897,1343,-6,"A","America/Winnipeg","airport",
32,"Cambridge Bay","Cambridge Bay","Canada","YCB","CYCB",69.1081008911,-105.138000488,90,-7,"A","America/Edmonton","airport",
33,"Nanaimo","Nanaimo","Canada","YCD","CYCD",49.054970224899996,-123.869862556,92,-8,"A","America/Vancouver","airport",
34,"Castlegar/West Kootenay Regional","Castlegar","Canada","YCG","CYCG",49.2963981628,-117.632003784,1624,-8,"A","America/Vancouver","airport",
35,"Miramichi","Chatham","Canada","YCH","CYCH",47.007801,-65.449203,108,-4,"A","America/Halifax","airport",
36,"Charlo","Charlo","Canada","YCL","CYCL",47.990799,-66.330299,132,-4,"A","America/Halifax","airport",
37,"Kugluktuk","Coppermine","Canada","YCO","CYCO",67.81670379639999,-115.143997192,74,-7,"A","America/Edmonton","airport",
38,"Coronation","Coronation","Canada","YCT","CYCT",52.0750007629,-111.444999695,2595,-7,"A","America/Edmonton","airport",
39,"Chilliwack","Chilliwack","Canada","YCW","CYCW",49.1528015137,-121.939002991,32,-8,"A","America/Vancouver","airport",
40,"Clyde River","Clyde River","Canada","YCY","CYCY",70.4860992432,-68.5167007446,87,-5,"A","America/Toronto","airport",
41,"Coral Harbour","Coral Harbour","Canada","YZS","CYZS",64.1932983398,-83.3593978882,210,-5,"A","America/Coral_Harbour","airport",
42,"Dawson City","Dawson","Canada","YDA","CYDA",64.04309844970703,-139.1280059814453,1215,-8,"A","America/Vancouver","airport",
43,"Burwash","Burwash","Canada","YDB","CYDB",61.37110137939453,-139.04100036621094,2647,-8,"A","America/Vancouver","airport",
44,"Princeton","Princeton","Canada","YDC","CYDC",49.4681015015,-120.511001587,2298,-8,"A","America/Vancouver","airport",
45,"Deer Lake","Deer Lake","Canada","YDF","CYDF",49.21080017089844,-57.39139938354492,72,-3.5,"A","America/St_Johns","airport",
46,"Dease Lake","Dease Lake","Canada","YDL","CYDL",58.4221992493,-130.031997681,2600,-8,"A","America/Vancouver","airport",
47,"Dauphin Barker","Dauphin","Canada","YDN","CYDN",51.100799560546875,-100.052001953125,999,-6,"A","America/Winnipeg","airport",
48,"Dawson Creek","Dawson Creek","Canada","YDQ","CYDQ",55.7422981262207,-120.18299865722656,2148,-7,"A","America/Dawson_Creek","airport",
49,"Edmonton International","Edmonton","Canada","YEG","CYEG",53.309700012200004,-113.580001831,2373,-7,"A","America/Edmonton","airport",
50,"Arviat","Eskimo Point","Canada","YEK","CYEK",61.0942001343,-94.07080078119999,32,-6,"A","America/Winnipeg","airport",
51,"Estevan","Estevan","Canada","YEN","CYEN",49.2103004456,-102.966003418,1905,-6,"N","America/Regina","airport",
52,"Edson","Edson","Canada","YET","CYET",53.578899383499994,-116.464996338,3043,-7,"A","America/Edmonton","airport",
53,"Eureka","Eureka","Canada","YEU","CYEU",79.9946975708,-85.814201355,256,-6,"A","America/Winnipeg","airport",
54,"Inuvik Mike Zubko","Inuvik","Canada","YEV","CYEV",68.30419921880001,-133.483001709,224,-7,"A","America/Edmonton","airport",
55,"Iqaluit","Iqaluit","Canada","YFB","CYFB",63.756401062,-68.5558013916,110,-5,"A","America/Toronto","airport",
56,"Fredericton","Fredericton","Canada","YFC","CYFC",45.868900299072266,-66.53720092773438,68,-4,"A","America/Halifax","airport",
57,"Forestville","Forestville","Canada",\N,"CYFE",48.74610137939453,-69.09719848632812,293,-5,"A","America/Toronto","airport",
58,"Flin Flon","Flin Flon","Canada","YFO","CYFO",54.6781005859375,-101.68199920654297,997,-6,"A","America/Winnipeg","airport",
59,"Fort Resolution","Fort Resolution","Canada","YFR","CYFR",61.1808013916,-113.690002441,526,-7,"A","America/Edmonton","airport",
60,"Fort Simpson","Fort Simpson","Canada","YFS","CYFS",61.76020050048828,-121.23699951171875,555,-7,"A","America/Edmonton","airport",
61,"Kingston Norman Rogers","Kingston","Canada","YGK","CYGK",44.22529983520508,-76.5969009399414,305,-5,"A","America/Toronto","airport",
62,"La Grande Rivière","La Grande Riviere","Canada","YGL","CYGL",53.625301361083984,-77.7042007446289,639,-5,"A","America/Toronto","airport",
63,"Gaspé (Michel-Pouliot)","Gaspe","Canada","YGP","CYGP",48.7752990723,-64.4785995483,112,-5,"A","America/Toronto","airport",
64,"Geraldton Greenstone Regional","Geraldton","Canada","YGQ","CYGQ",49.77830123901367,-86.93939971923828,1144,-5,"A","America/Toronto","airport",
65,"Îles-de-la-Madeleine","Iles De La Madeleine","Canada","YGR","CYGR",47.42470169067383,-61.778099060058594,35,-5,"A","America/Toronto","airport",
66,"Hudson Bay","Hudson Bay","Canada","YHB","CYHB",52.8166999817,-102.310997009,1175,-6,"N","America/Regina","airport",
67,"Dryden Regional","Dryden","Canada","YHD","CYHD",49.83169937133789,-92.74420166015625,1354,-6,"A","America/Winnipeg","airport",
68,"Ulukhaktok Holman","Holman Island","Canada","YHI","CYHI",70.76280212402344,-117.80599975585938,117,-7,"A","America/Edmonton","airport",
69,"Gjoa Haven","Gjoa Haven","Canada","YHK","CYHK",68.635597229,-95.84970092770001,152,-7,"A","America/Edmonton","airport",
70,"John C. Munro Hamilton International","Hamilton","Canada","YHM","CYHM",43.173599243199995,-79.93499755859999,780,-5,"A","America/Toronto","airport",
71,"Montréal / Saint-Hubert","Montreal","Canada","YHU","CYHU",45.5175018311,-73.4169006348,90,-5,"A","America/Toronto","airport",
72,"Hay River / Merlyn Carter","Hay River","Canada","YHY","CYHY",60.8396987915,-115.782997131,541,-7,"A","America/Edmonton","airport",
73,"Halifax / Stanfield International","Halifax","Canada","YHZ","CYHZ",44.8807983398,-63.5085983276,477,-4,"A","America/Halifax","airport",
74,"Atikokan Municipal","Atikokan","Canada","YIB","CYIB",48.7738990784,-91.6386032104,1408,-5,"A","America/Coral_Harbour","airport",
75,"Pond Inlet","Pond Inlet","Canada","YIO","CYIO",72.6832962036,-77.9666976929,181,-5,"A","America/Toronto","airport",
76,"St Jean","St. Jean","Canada","YJN","CYJN",45.29439926147461,-73.28109741210938,136,-5,"A","America/Toronto","airport",
77,"Stephenville","Stephenville","Canada","YJT","CYJT",48.5442008972168,-58.54999923706055,84,-3.5,"A","America/St_Johns","airport",
78,"Kamloops","Kamloops","Canada","YKA","CYKA",50.7022018433,-120.444000244,1133,-8,"A","America/Vancouver","airport",
79,"Waterloo","Waterloo","Canada","YKF","CYKF",43.460800170899994,-80.3786010742,1055,-5,"A","America/Toronto","airport",
80,"Schefferville","Schefferville","Canada","YKL","CYKL",54.805301666259766,-66.8052978515625,1709,-5,"A","America/Toronto","airport",
81,"Kindersley","Kindersley","Canada","YKY","CYKY",51.5175018311,-109.180999756,2277,-6,"N","America/Regina","airport",
82,"Buttonville Municipal","Toronto","Canada","YKZ","CYKZ",43.86220169067383,-79.37000274658203,650,-5,"A","America/Toronto","airport",
83,"Chapleau","Chapleau","Canada","YLD","CYLD",47.81999969482422,-83.3467025756836,1470,-5,"A","America/Toronto","airport",
84,"Meadow Lake","Meadow Lake","Canada","YLJ","CYLJ",54.125301361083984,-108.52300262451172,1576,-6,"N","America/Regina","airport",
85,"Lloydminster","Lloydminster","Canada","YLL","CYLL",53.309200286865234,-110.072998046875,2193,-7,"A","America/Edmonton","airport",
86,"Alert","Alert","Canada","YLT","CYLT",82.51779937740001,-62.2806015015,100,-5,"A","America/Toronto","airport",
87,"Kelowna International","Kelowna","Canada","YLW","CYLW",49.9561004639,-119.377998352,1421,-8,"A","America/Vancouver","airport",
88,"Mayo","Mayo","Canada","YMA","CYMA",63.61640167236328,-135.8679962158203,1653,-8,"A","America/Vancouver","airport",
89,"Moose Jaw Air Vice Marshal C. M. McEwen","Moose Jaw","Canada","YMJ","CYMJ",50.330299377441406,-105.55899810791016,1892,-6,"N","America/Regina","airport",
90,"Fort McMurray","Fort Mcmurray","Canada","YMM","CYMM",56.653301239,-111.222000122,1211,-7,"A","America/Edmonton","airport",
91,"Moosonee","Moosonee","Canada","YMO","CYMO",51.291099548339844,-80.60780334472656,30,-5,"A","America/Toronto","airport",
92,"Maniwaki","Maniwaki","Canada","YMW","CYMW",46.2728004456,-75.9906005859,656,-5,"A","America/Toronto","airport",
93,"Montreal International (Mirabel)","Montreal","Canada","YMX","CYMX",45.6795005798,-74.0386962891,270,-5,"A","America/Toronto","airport",
94,"Natashquan","Natashquan","Canada","YNA","CYNA",50.189998626708984,-61.78919982910156,39,-5,"A","America/Toronto","airport",
95,"Ottawa / Gatineau","Gatineau","Canada","YND","CYND",45.521701812699995,-75.5635986328,211,-5,"A","America/Toronto","airport",
96,"Matagami","Matagami","Canada","YNM","CYNM",49.76169967651367,-77.80280303955078,918,-5,"A","America/Toronto","airport",
97,"Old Crow","Old Crow","Canada","YOC","CYOC",67.57060241699219,-139.83900451660156,824,-8,"A","America/Vancouver","airport",
98,"CFB Cold Lake","Cold Lake","Canada","YOD","CYOD",54.404998779296875,-110.27899932861328,1775,-7,"A","America/Edmonton","airport",
99,"High Level","High Level","Canada","YOJ","CYOJ",58.62139892578125,-117.16500091552734,1110,-7,"A","America/Edmonton","airport",
100,"Ottawa Macdonald-Cartier International","Ottawa","Canada","YOW","CYOW",45.3224983215332,-75.66919708251953,374,-5,"A","America/Toronto","airport",
101,"Prince Albert Glass Field","Prince Albert","Canada","YPA","CYPA",53.214199066199996,-105.672996521,1405,-6,"N","America/Regina","airport",
102,"Peace River","Peace River","Canada","YPE","CYPE",56.226898193359375,-117.4469985961914,1873,-7,"A","America/Edmonton","airport",
103,"Southport","Portage-la-prairie","Canada","YPG","CYPG",49.903099,-98.273817,885,-6,"A","America/Winnipeg","airport",
104,"Pitt Meadows","Pitt Meadows","Canada",\N,"CYPK",49.21609878540039,-122.70999908447266,11,-8,"A","America/Vancouver","airport",
105,"Pickle Lake","Pickle Lake","Canada","YPL","CYPL",51.4463996887207,-90.21420288085938,1267,-5,"A","America/Coral_Harbour","airport",
106,"Port Menier","Port Menier","Canada","YPN","CYPN",49.83639907836914,-64.2885971069336,167,-5,"A","America/Toronto","airport",
107,"Peterborough","Peterborough","Canada","YPQ","CYPQ",44.22999954223633,-78.36329650878906,628,-5,"A","America/Toronto","airport",
108,"Prince Rupert","Prince Pupert","Canada","YPR","CYPR",54.286098480199996,-130.445007324,116,-8,"A","America/Vancouver","airport",
109,"Fort Chipewyan","Fort Chipewyan","Canada","YPY","CYPY",58.7672004699707,-111.11699676513672,761,-7,"A","America/Edmonton","airport",
110,"Muskoka","Muskoka","Canada","YQA","CYQA",44.974700927734375,-79.30329895019531,925,-5,"A","America/Toronto","airport",
111,"Quebec Jean Lesage International","Quebec","Canada","YQB","CYQB",46.7911,-71.393303,244,-5,"A","America/Toronto","airport",
112,"Red Deer Regional","Red Deer Industrial","Canada","YQF","CYQF",52.18220138549805,-113.89399719238281,2968,-7,"A","America/Edmonton","airport",
113,"Windsor","Windsor","Canada","YQG","CYQG",42.27560043334961,-82.95559692382812,622,-5,"A","America/Toronto","airport",
114,"Watson Lake","Watson Lake","Canada","YQH","CYQH",60.11640167236328,-128.82200622558594,2255,-8,"A","America/Vancouver","airport",
115,"Kenora","Kenora","Canada","YQK","CYQK",49.788299560546875,-94.36309814453125,1332,-6,"A","America/Winnipeg","airport",
116,"Lethbridge County","Lethbridge","Canada","YQL","CYQL",49.6302986145,-112.800003052,3048,-7,"A","America/Edmonton","airport",
117,"Greater Moncton International","Moncton","Canada","YQM","CYQM",46.11220169067383,-64.67859649658203,232,-4,"A","America/Halifax","airport",
119,"Comox","Comox","Canada","YQQ","CYQQ",49.71080017089844,-124.88700103759766,84,-8,"A","America/Vancouver","airport",
120,"Regina International","Regina","Canada","YQR","CYQR",50.43190002441406,-104.66600036621094,1894,-6,"N","America/Regina","airport",
121,"Thunder Bay","Thunder Bay","Canada","YQT","CYQT",48.37189865112305,-89.32389831542969,653,-5,"A","America/Toronto","airport",
122,"Grande Prairie","Grande Prairie","Canada","YQU","CYQU",55.1796989441,-118.885002136,2195,-7,"A","America/Edmonton","airport",
123,"Yorkton Municipal","Yorkton","Canada","YQV","CYQV",51.26470184326172,-102.46199798583984,1635,-6,"N","America/Regina","airport",
124,"North Battleford","North Battleford","Canada","YQW","CYQW",52.76919937133789,-108.24400329589844,1799,-6,"N","America/Regina","airport",
125,"Gander International","Gander","Canada","YQX","CYQX",48.9369010925293,-54.56809997558594,496,-3.5,"A","America/St_Johns","airport",
126,"Sydney / J.A. Douglas McCurdy","Sydney","Canada","YQY","CYQY",46.161399841299996,-60.0477981567,203,-4,"A","America/Halifax","airport",
127,"Quesnel","Quesnel","Canada","YQZ","CYQZ",53.026100158691406,-122.51000213623047,1789,-8,"A","America/Vancouver","airport",
128,"Resolute Bay","Resolute","Canada","YRB","CYRB",74.7169036865,-94.9693984985,215,-6,"A","America/Winnipeg","airport",
129,"Rivière-du-Loup","Riviere Du Loup","Canada","YRI","CYRI",47.764400482177734,-69.58470153808594,427,-5,"A","America/Toronto","airport",
130,"Roberval","Roberval","Canada","YRJ","CYRJ",48.52000045776367,-72.2656021118164,586,-5,"A","America/Toronto","airport",
131,"Rocky Mountain House","Rocky Mountain House","Canada","YRM","CYRM",52.4296989441,-114.903999329,3244,-7,"A","America/Edmonton","airport",
132,"Rankin Inlet","Rankin Inlet","Canada","YRT","CYRT",62.8114013672,-92.1157989502,94,-6,"A","America/Winnipeg","airport",
133,"Sudbury","Sudbury","Canada","YSB","CYSB",46.625,-80.79889678955078,1141,-5,"A","America/Toronto","airport",
134,"Sherbrooke","Sherbrooke","Canada","YSC","CYSC",45.4385986328125,-71.69139862060547,792,-5,"A","America/Toronto","airport",
135,"Saint John","St. John","Canada","YSJ","CYSJ",45.31610107421875,-65.89029693603516,357,-4,"A","America/Halifax","airport",
