136,"Fort Smith","Fort Smith","Canada","YSM","CYSM",60.020301818847656,-111.96199798583984,671,-7,"A","America/Edmonton","airport",
137,"Nanisivik","Nanisivik","Canada","YSR","CYSR",72.982201,-84.613602,2106,-5,"A","America/Toronto","airport",
138,"Summerside","Summerside","Canada","YSU","CYSU",46.44060134887695,-63.83359909057617,56,-4,"A","America/Halifax","airport",
139,"Sachs Harbour (David Nasogaluak Jr. Saaryuaq)","Sachs Harbour","Canada","YSY","CYSY",71.9938964844,-125.242996216,282,-7,"A","America/Edmonton","airport",
140,"Cape Dorset","Cape Dorset","Canada","YTE","CYTE",64.2300033569,-76.5267028809,164,-5,"A","America/Toronto","airport",
141,"Thompson","Thompson","Canada","YTH","CYTH",55.80110168457031,-97.86419677734375,729,-6,"A","America/Winnipeg","airport",
142,"CFB Trenton","Trenton","Canada","YTR","CYTR",44.118900299072266,-77.5280990600586,283,-5,"A","America/Toronto","airport",
143,"Timmins/Victor M. Power","Timmins","Canada","YTS","CYTS",48.569698333699996,-81.376701355,967,-5,"A","America/Toronto","airport",
144,"Billy Bishop Toronto City Centre","Toronto","Canada","YTZ","CYTZ",43.627499,-79.396202,252,-5,"A","America/Toronto","airport",
145,"Tuktoyaktuk","Tuktoyaktuk","Canada","YUB","CYUB",69.43329620361328,-133.0260009765625,15,-7,"A","America/Edmonton","airport",
146,"Montreal / Pierre Elliott Trudeau International","Montreal","Canada","YUL","CYUL",45.4706001282,-73.7407989502,118,-5,"A","America/Toronto","airport",
147,"Repulse Bay","Repulse Bay","Canada","YUT","CYUT",66.5214004517,-86.22470092770001,80,-6,"A","America/Winnipeg","airport",
148,"Hall Beach","Hall Beach","Canada","YUX","CYUX",68.77610015869999,-81.2425,30,-5,"A","America/Toronto","airport",
149,"Rouyn Noranda","Rouyn","Canada","YUY","CYUY",48.20610046386719,-78.83560180664062,988,-5,"A","America/Toronto","airport",
150,"La Ronge","La Ronge","Canada","YVC","CYVC",55.151401519800004,-105.262001038,1242,-6,"N","America/Regina","airport",
151,"Vermilion","Vermillion","Canada","YVG","CYVG",53.355800628699996,-110.823997498,2025,-7,"A","America/Edmonton","airport",
152,"Qikiqtarjuaq","Broughton Island","Canada","YVM","CYVM",67.5457992554,-64.03140258789999,21,-5,"A","America/Toronto","airport",
153,"Val-d'Or","Val D'or","Canada","YVO","CYVO",48.0532989502,-77.7827987671,1107,-5,"A","America/Toronto","airport",
154,"Kuujjuaq","Quujjuaq","Canada","YVP","CYVP",58.096099853515625,-68.4269027709961,129,-5,"A","America/Toronto","airport",
155,"Norman Wells","Norman Wells","Canada","YVQ","CYVQ",65.28160095214844,-126.7979965209961,238,-7,"A","America/Edmonton","airport",
156,"Vancouver International","Vancouver","Canada","YVR","CYVR",49.193901062,-123.183998108,14,-8,"A","America/Vancouver","airport",
157,"Buffalo Narrows","Buffalo Narrows","Canada","YVT","CYVT",55.8418998718,-108.417999268,1423,-6,"N","America/Regina","airport",
158,"Wiarton","Wiarton","Canada","YVV","CYVV",44.7458,-81.107201,729,-5,"A","America/Toronto","airport",
159,"Petawawa","Petawawa","Canada","YWA","CYWA",45.95220184326172,-77.31919860839844,427,-5,"A","America/Toronto","airport",
160,"Winnipeg / James Armstrong Richardson International","Winnipeg","Canada","YWG","CYWG",49.909999847399995,-97.2398986816,783,-6,"A","America/Winnipeg","airport",
161,"Wabush","Wabush","Canada","YWK","CYWK",52.92190170288086,-66.8644027709961,1808,-4,"A","America/Halifax","airport",
162,"Williams Lake","Williams Lake","Canada","YWL","CYWL",52.1831016541,-122.054000854,3085,-8,"A","America/Vancouver","airport",
163,"Wrigley","Wrigley","Canada","YWY","CYWY",63.20940017700195,-123.43699645996094,489,-7,"A","America/Edmonton","airport",
164,"Cranbrook/Canadian Rockies International","Cranbrook","Canada","YXC","CYXC",49.610801696777,-115.78199768066,3082,-7,"A","America/Edmonton","airport",
165,"Edmonton City Centre (Blatchford Field)","Edmonton","Canada","YXD","CYXD",53.5724983215,-113.521003723,2202,-7,"A","America/Edmonton","airport",
166,"Saskatoon John G. Diefenbaker International","Saskatoon","Canada","YXE","CYXE",52.170799255371094,-106.69999694824219,1653,-6,"N","America/Regina","airport",
167,"Medicine Hat","Medicine Hat","Canada","YXH","CYXH",50.01890182495117,-110.72100067138672,2352,-7,"A","America/Edmonton","airport",
168,"Fort St John","Fort Saint John","Canada","YXJ","CYXJ",56.23809814453125,-120.73999786376953,2280,-7,"A","America/Dawson_Creek","airport",
169,"Sioux Lookout","Sioux Lookout","Canada","YXL","CYXL",50.11389923095703,-91.9052963256836,1258,-6,"A","America/Winnipeg","airport",
170,"Pangnirtung","Pangnirtung","Canada","YXP","CYXP",66.1449966431,-65.71360015869999,75,-5,"A","America/Toronto","airport",
171,"Earlton (Timiskaming Regional)","Earlton","Canada","YXR","CYXR",47.697400654599996,-79.8473453522,800,-5,"A","America/Toronto","airport",
172,"Prince George","Prince George","Canada","YXS","CYXS",53.8894004822,-122.679000854,2267,-8,"A","America/Vancouver","airport",
173,"Northwest Regional Terrace-Kitimat","Terrace","Canada","YXT","CYXT",54.468498,-128.576009,713,-8,"A","America/Vancouver","airport",
174,"London","London","Canada","YXU","CYXU",43.035599,-81.1539,912,-5,"A","America/Toronto","airport",
175,"Abbotsford","Abbotsford","Canada","YXX","CYXX",49.025299072265625,-122.36100006103516,195,-8,"A","America/Vancouver","airport",
176,"Whitehorse / Erik Nielsen International","Whitehorse","Canada","YXY","CYXY",60.7095985413,-135.067001343,2317,-8,"A","America/Vancouver","airport",
177,"North Bay","North Bay","Canada","YYB","CYYB",46.36360168457031,-79.42279815673828,1215,-5,"A","America/Toronto","airport",
178,"Calgary International","Calgary","Canada","YYC","CYYC",51.113899231,-114.019996643,3557,-7,"A","America/Edmonton","airport",
179,"Smithers","Smithers","Canada","YYD","CYYD",54.82469940185547,-127.18299865722656,1712,-8,"A","America/Vancouver","airport",
180,"Fort Nelson","Fort Nelson","Canada","YYE","CYYE",58.8363990784,-122.597000122,1253,-8,"A","America/Vancouver","airport",
181,"Penticton","Penticton","Canada","YYF","CYYF",49.46310043334961,-119.60199737548828,1129,-8,"A","America/Vancouver","airport",
182,"Charlottetown","Charlottetown","Canada","YYG","CYYG",46.290000915527344,-63.12110137939453,160,-4,"A","America/Halifax","airport",
183,"Taloyoak","Spence Bay","Canada","YYH","CYYH",69.5466995239,-93.5766983032,92,-7,"A","America/Edmonton","airport",
184,"Victoria International","Victoria","Canada","YYJ","CYYJ",48.646900177,-123.426002502,63,-8,"A","America/Vancouver","airport",
185,"Lynn Lake","Lynn Lake","Canada","YYL","CYYL",56.86389923095703,-101.07599639892578,1170,-6,"A","America/Winnipeg","airport",
186,"Swift Current","Swift Current","Canada","YYN","CYYN",50.291900634799994,-107.691001892,2680,-6,"N","America/Regina","airport",
187,"Churchill","Churchill","Canada","YYQ","CYYQ",58.739200592041016,-94.06500244140625,94,-6,"A","America/Winnipeg","airport",
188,"Goose Bay","Goose Bay","Canada","YYR","CYYR",53.3191986084,-60.4258003235,160,-4,"A","America/Halifax","airport",
189,"St. John's International","St. John's","Canada","YYT","CYYT",47.618598938,-52.7518997192,461,-3.5,"A","America/St_Johns","airport",
190,"Kapuskasing","Kapuskasing","Canada","YYU","CYYU",49.41389846801758,-82.46749877929688,743,-5,"A","America/Toronto","airport",
192,"Mont Joli","Mont Joli","Canada","YYY","CYYY",48.60860061645508,-68.20809936523438,172,-5,"A","America/Toronto","airport",
193,"Lester B. Pearson International","Toronto","Canada","YYZ","CYYZ",43.6772003174,-79.63059997559999,569,-5,"A","America/Toronto","airport",
194,"Downsview","Toronto","Canada","YZD","CYZD",43.74250030517578,-79.4655990600586,652,-5,"A","America/Toronto","airport",
195,"Gore Bay Manitoulin","Gore Bay","Canada","YZE","CYZE",45.88529968261719,-82.56780242919922,635,-5,"A","America/Toronto","airport",
196,"Yellowknife","Yellowknife","Canada","YZF","CYZF",62.462799072265625,-114.44000244140625,675,-7,"A","America/Edmonton","airport",
197,"Slave Lake","Slave Lake","Canada","YZH","CYZH",55.2930984497,-114.777000427,1912,-7,"A","America/Edmonton","airport",
198,"Sandspit","Sandspit","Canada","YZP","CYZP",53.25429916379999,-131.813995361,21,-8,"A","America/Vancouver","airport",
199,"Chris Hadfield","Sarnia","Canada","YZR","CYZR",42.9994010925293,-82.30889892578125,594,-5,"A","America/Toronto","airport",
200,"Port Hardy","Port Hardy","Canada","YZT","CYZT",50.680599212646484,-127.36699676513672,71,-8,"A","America/Vancouver","airport",
201,"Whitecourt","Whitecourt","Canada","YZU","CYZU",54.14390182495117,-115.78700256347656,2567,-7,"A","America/Edmonton","airport",
202,"Sept-Îles","Sept-iles","Canada","YZV","CYZV",50.22330093383789,-66.2656021118164,180,-5,"A","America/Toronto","airport",
203,"Teslin","Teslin","Canada","YZW","CYZW",60.17279815673828,-132.7429962158203,2313,-8,"A","America/Vancouver","airport",
204,"CFB Greenwood","Greenwood","Canada","YZX","CYZX",44.98440170288086,-64.91690063476562,92,-4,"A","America/Halifax","airport",
205,"Faro","Faro","Canada","ZFA","CZFA",62.20750045776367,-133.37600708007812,2351,-8,"A","America/Vancouver","airport",
206,"Fort Mcpherson","Fort Mcpherson","Canada","ZFM","CZFM",67.40750122070312,-134.86099243164062,116,-7,"A","America/Edmonton","airport",
207,"Blida","Blida","Algeria",\N,"DAAB",36.50360107421875,2.8141698837280273,535,1,"N","Africa/Algiers","airport",
208,"Bou Saada","Bou Saada","Algeria",\N,"DAAD",35.33250045776367,4.206389904022217,1506,1,"N","Africa/Algiers","airport",
209,"Soummam","Bejaja","Algeria","BJA","DAAE",36.7120018005,5.0699200630200005,20,1,"N","Africa/Algiers","airport",
210,"Houari Boumediene","Algier","Algeria","ALG","DAAG",36.691001892089844,3.215409994125366,82,1,"N","Africa/Algiers","airport",
