Code,Description
"14365","Indian Creek Usfs"
"14366","Abilene Airport"
"14367","North Bass Island Airport"
"14368","Mont Laurier Airport"
"14371","Culpeper Regional"
"14373","Konarak"
"14375","Levelland Airport"
"14377","Crane Island Airport"
"14378","Blue Ridge"
"14379","Dracena Airport"
"14380","King Fahd International"
"14383","Emerald Bay Airport"
"14384","Boufarik Airport"
"14386","Camp Fox"
"14387","Grognet Seaplane Base"
"14388","Astroworld Helipad"
"14391","Houston Metro-/Ho"
"14392","Isle Royale National Park"
"14393","Jubail Airport"
"14395","Kona Keahole"
"14397","Cobb County International McCollum Field"
"14399","Marriot Helipad Hou."
"14400","Mansfield Municipal"
"14403","Aeroclube de Rio Negrinho"
"14406","Orange County"
"14408","Paya Lebar"
"14409","Post Oak Manor"
"14410","Pittsfield Municipal"
"14412","Keyes Point Airport"
"14413","Nimiuk Point Airport"
"14414","Nashua Street Heliport"
"14415","Sealing Point Airport"
"14417","Carroll County Regional/Jack B. Poage Field"
"14420","Stevensville Airport"
"14422","Boundary County"
"14423","Shingletown Airport"
"14424","Woodlake Airport"
"14427","Nevada County"
"14430","Atlanta Regional Falcon Field"
"14431","Window Rock Airport"
"14432","Lupin Airport"
"14434","Healdsburg Municipal"
"14435","San Marcos Regional"
"14438","Redondo Beach Airport"
"14440","Queretaro International"
"14441","Southbridge Municipal"
"14444","North Fork Valley"
"14446","Tokua"
"14447","Batten International"
"14448","Roadtown Seaplane Base"
"14449","Arar Airport"
"14450","Rafha Airport"
"14451","Praia International"
"14452","Rajkot Airport"
"14453","Menara"
"14454","Riverside Municipal"
"14455","Ravenna Airport"
"14456","Leite Lopes"
"14457","Rapid City Regional"
"14458","Rarotonga International"
"14459","Sardar E Jangal"
"14460","Raduzhnyi Airport"
"14461","Greely Helipad"
"14462","Rawalakot"
"14463","Rabat/Sale International"
"14464","Randy Field"
"14465","Dallas Executive"
"14466","Big Bear City Airport"
"14467","Roseburg Regional"
"14468","Brooks Lodge Airport"
"14469","Red Bluff Municipal"
"14470","Fort Jefferson Airport"
"14471","Robore Airport"
"14472","Placido de Castro"
"14474","Ruby Airport"
"14475","Ellsworth AFB"
"14476","Richards Bay Airport"
"14477","Roche Harbor Airport"
"14478","Almirante Padilla"
"14479","Richmond Airport"
"14480","Rochefort Charente Maritime"
"14481","Reconquista Airport"
"14482","Miller Field"
"14483","Rio Cuarto"
"14484","Rockhampton Downs Airport"
"14485","Red Dog Airport"
"14486","Redencao Airport"
"14487","Redding Municipal"
"14488","Reading Regional/Carl A Spaatz Field"
"14489","Roberts Field"
"14490","Grand Forks AFB"
"14491","Richard-Toll Airport"
"14492","Raleigh-Durham International"
"14493","Red Devil Airport"
"14494","Rodez Aveyron"
"14495","Redlands Municipal"
"14496","Guararapes Gilberto Freyre International"
"14497","Mifflin County"
"14498","Reese AFB"
"14499","Reggio Calabria Airport"
"14500","Rehoboth Aircrafters"
"14501","Reykjavik Metropolitan Area"
"14502","Almirante Zar"
"14504","Orenburg Airport"
"14505","Siem Reap International"
"14506","Retalhuleu Airport"
"14507","Resistencia Airport"
"14508","Rost Airport"
"14509","Reus Airport"
"14510","General Lucio Blanco International"
"14511","Reyes Airport"
"14512","Chicago/Rockford International"
"14513","Raiatea Uturoa"
"14514","Rio Grande Airport"
"14515","Rangiroa"
"14516","Rio Gallegos Airport"
"14517","Yangon International"
"14518","Japura"
"14519","Champagne"
"14520","Rhinelander/Oneida County"
"14521","Diagoras"
"14522","Santa Maria Airport"
"14523","Cap Av Selin Zeitun Lopez"
"14524","Richmond International"
"14525","Richmond Municipal"
"14526","Rice Lake Airport"
"14527","Richfield Municipal"
"14528","Rio Grande Airport"
"14529","Rioja Airport"
"14530","Rifle Garfield County"
"14531","Rio de Janeiro Metropolitan Area"
"14532","Flabob"
"14533","March ARB"
"14534","Riverton Regional"
"14535","Riga International"
"14536","Mukalla International"
"14537","Rijeka Airport"
"14538","Logrono Airport"
"14539","Knox County Regional"
"14540","Roskilde"
"14541","Aransas County"
"14542","Robert S Kerr"
"14543","Rock Springs Sweetwater County"
"14544","Ras Al Khaimah International"
"14545","Reykjavik Airport"
"14546","Rockwood Municipal"
"14547","Rolla Downtown"
"14548","Richland Airport"
"14549","Laage"
"14550","Arlit Airport"
"14551","Bornite Upper"
"14552","Roma Airport"
"14553","Griffiss International"
"14554","Richard B Russell Regional J H Towers Field"
"14555","Rimini Miramare"
"14556","Colombo/Ratmalana"
"14557","Stafford Regional"
"14558","Ormoc Airport"
"14559","Rampart Airport"
"14560","Taichung Ching Chuan Kang"
"14561","Ramstein AB"
"14562","Rimatara Airport"
"14563","Ronneby Airport"
"14564","Warren County Memorial"
"14565","Randolph AFB"
"14566","Roanne Airport"
"14567","Rangely Airport"
"14568","Corn Island Airport"
"14569","Bornholm Ronne"
"14570","Reno/Tahoe International"
"14571","Rennes Saint Jacques"
"14572","Renton Municipal"
"14573","Ranau Airport"
"14574","Roanoke Blacksburg Regional Woodrum Field"
"14575","Monrovia Roberts International"
"14576","Greater Rochester International"
"14577","Rogers Executive Carter Field"
"14578","Rockhampton Airport"
"14579","Roosevelt Municipal"
"14580","Rome Metropolitan Area"
"14581","Rondonopolis Airport"
"14582","Benjamin Taisacan Manglona International"
"14583","Babelthuap"
"14584","Rosario Airport"
"14585","Rotorua Airport"
"14586","Bulg"
"14587","Rostov Airport"
"14588","Roswell International Air Center"
"14589","Roseau Municipal/Rudy Billberg Field"
"14590","Izhak Ben Yaakov"
"14591","Swami Vivekananda"
"14592","Roundup Airport"
"14593","Lone Pine Death Valley"
"14594","Big Southern Butte"
"14595","Wheatland County at Harlowton"
"14596","William Robert Johnston Municipal"
"14597","Prosser Airport"
"14598","Lincolnton-Lincoln County Regional"
"14599","Covington Municipal"
"14600","Pennridge"
"14601","Nixon Fork Mine Airport"
"14602","King Feisal AB"
"14603","China Lake Naws"
"14604","Lowell Airport"
"14605","Sterling Airport"
"14606","Illinois Valley"
"14607","Seneca AAF"
"14608","Lea County-Zip Franklin Memorial"
"14609","Watts/Woodland"
"14610","Harbor Springs Airport"
"14611","Springwater Barrie Airpark"
"14612","Lubbock Executive Airpark"
"14613","Wasco-Kern County"
"14614","South Valley Regional"
"14615","Parowan Airport"
"14616","Kit Carson County"
"14617","Comanche County-City"
"14618","Hurlburt Field"
"14620","Plaine Corail"
"14621","Rourkela Airport"
"14622","Roros Airport"
"14623","Warroad International Memorial"
"14624","Santa Rosa Airport"
"14625","Skulte Airport"
"14626","Rock Sound Airport"
"14627","Russian Mission Airport"
"14628","Rosario Seaplane Base"
"14629","Russell Municipal"
"14630","Ruston Regional"
"14631","Raspberry Straits"
"14632","Roseires Airport"
"14633","Rochester International"
"14634","Yeosu"
"14635","Southwest Florida International"
"14636","Rotuma Airport"
"14637","Juan Manuel Galvez International"
"14638","Marguerite Bay Airport"
"14639","Rotterdam Airport"
"14640","Raton Municipal/Crews Field"
"14641","Morrow Field"
"14642","Rottnest Island Airport"
"14643","Keperveyem Airport"
"14644","Ramenskoye Airport"
"14645","King Khalid International"
"14646","Sierra Blanca Regional"
"14647","La Reunion Roland Garros"
"14648","Rutland - Southern Vermont Regional"
"14649","Rubelsanto Airport"
"14651","Farafangana Airport"
"14652","Rovaniemi Airport"
"14653","Richard Lloyd Jones Jr."
"14654","Cerro Chapeu"
"14655","Rowan Bay Airport"
"14656","Rocky Mount-Wilson Regional"
"14657","Rawlins Municipal/Harvey Field"
"14658","Rodman Bay Airport"
"14659","Roxas"
"14660","Weld County Municipal"
"14661","Rygge"
"14662","Sheikh Zayed International"
"14663","Santa Cruz Airport"
"14664","Jasionka"
"14665","Ramsar Airport"
"14666","Sawan Airport"
"14668","Halifax County"
"14669","Kalispell City"
"14670","Shively Field"
"14671","Juancho E. Yrausquin"
"14672","Sacramento Executive"
"14673","Safford Regional"
"14674","Santa Fe Municipal"
"14675","Sagwon Airport"
"14676","Sana'a International"
"14677","Msgr Oscar A Romero and Galdamez International"
"14678","Salamo Airport"
"14679","San Diego International"
"14680","Sao Paulo Metropolitan Area"
"14681","Ramon Villeda Morales International"
"14682","San Andros Airport"
"14683","San Antonio International"
"14684","Tardanu"
"14685","Savannah/Hilton Head International"
"14686","Sabiha Gokcen"
"14687","Sambu Airport"
"14688","Ampugnano"
"14689","Santa Barbara Municipal"
"14690","Selbang Airport"
"14691","San Bernardino International"
"14692","Saint Barthelemy Airport"
"14693","St. Brieuc Airport"
"14694","Santa Ana del Yacuma"
"14695","Sheboygan County Memorial"
"14696","South Bend International"
"14697","Salina-Gunnison"
"14698","San Luis County Regional"
"14699","Steamboat Springs/Bob Adams Field"
"14700","Tri-City"
"14701","Springbok Airport"
"14702","William M Tuck"
"14703","Sibu Airport"
"14704","Salisbury-Ocean City/Wicomico Regional"
"14705","Sibiu Airport"
"14706","Beaufort MCAS"
"14707","Fairfield County"
"14708","Conway-Horry County"
"14709","Deadhorse Airport"
"14711","University Park"
"14712","Scottsdale"
"14713","Schenectady County"
"14714","San Cristobal Airport"
"14715","Smith Cove Airport"
"14716","Stockton Metropolitan"
"14717","Arturo Merino Benitez International"
"14718","Scammon Bay Airport"
"14719","Saarbruecken"
"14720","Shevchenko"
"14721","Santiago"
"14722","Antonio Maceo International"
"14723","Stefan Cel Mare"
"14724","Nas Salina Cruz"
"14725","San Cristobal Airport"
"14726","Onida Municipal"
"14727","Baghdad International"
"14728","Lubango Airport"
"14729","Santiago del Estero Airport"
"14730","Louisville International-Standiford Field"
"14732","Santa Rosa de Copan Airport"
"14733","Sendai Airport"
"14734","Sandakan Airport"
"14735","Sundsvall Timra"
"14736","Brown Field Municipal"
"14737","Anda Airport"
"14738","Sand Point"
"14739","De Las Americas International"
"14740","Santander Airport"
"14741","Saidu Sharif Airport"
"14742","Santos Dumont"
"14743","Sde Dov"
"14744","Sedona Airport"
"14745","Sidney Richland Regional"
"14746","Solleftea Airport"
"14747","Seattle/Tacoma International"
"14748","Sebha Airport"
"14749","Gillespie Field"
"14750","Sebring Regional"
"14751","Penn Valley"
"14752","Kimpo International/Seoul Metropolitan Area"
"14753","Craig Field"
"14754","Southend"
"14755","Sungai Pakning Airport"
"14756","Freeman Municipal"
"14757","Selfield"
"14758","Selibaby Airport"
"14759","Seychelles International"
"14760","El Maou"
"14761","Orlando Sanford International"
"14762","Saint Francois Airport"
"14763","San Fernando de Apure"
"14764","Felts Field"
"14765","L'Esperance"
"14766","San Felipe International"
"14767","Sondrestrom Air Base"
"14768","Sao Filipe Airport"
"14769","Sanford Seacoast Regional"
"14770","Sauce Viejo"
"14771","San Francisco International"
"14772","Surfers Paradise Airport"
"14773","Sanliurfa Airport"
"14774","Subic Bay International"
"14775","Skelleftea Airport"
"14776","Safia Airport"
"14777","Santa Fe Airport"
"14778","North Central State"
"14779","Singaua Airport"
"14780","Surgut Airport"
"14781","Sonderborg Airport"
"14782","Siegerland"
"14783","Springfield-Branson National"
"14784","Simanggang Airport"
"14785","Springfield-Beckley Municipal"
"14786","Sagarai Airport"
"14788","San Ignacio Airport"
"14789","Tan Son Nhat International"
"14790","Saint George"
"14791","Shay Gap Airport"
"14792","Sugar Land Regional"
"14793","Stuttgart Municipal Carl Humphrey Field"
"14794","St George Regional"
"14795","Saginaw"
"14796","Songea Airport"
"14797","Skagway Airport"
"14798","Songkhla"
"14799","Hongqiao International"
"14800","Nakashibetsu Airport"
"14801","Shire"
"14802","Shenandoah Valley Regional"
"14803","Taoxian"
"14804","Shungnak Airport"
"14805","Shishmaref Airport"
"14806","Shimojishima Airport"
"14807","Sharjah International"
"14808","Barapani"
"14809","Nanki Shirahama Airport"
"14810","Sanderson Field"
"14811","G 407"
"14812","Sheridan County"
"14813","Smith Point Airport"
"14814","Shreveport Regional"
"14815","Sharurah Airport"
"14816","Shageluk Airport"
"14817","Xi'an Xiguan"
"14818","Amilcar Cabral International"
"14819","Isla Grande"
"14820","Silgadi Doti Airport"
"14821","Sidi Ifni Airport"
"14822","Sikeston Memorial Municipal"
"14823","Simbai Airport"
"14824","Singapore Changi International"
"14825","Smithton Airport"
"14826","Simferopol International"
"14827","Sishen Airport"
"14828","Sitka Rocky Gutierrez"
"14829","Siuna Airport"
"14830","Siskiyou County"
"14831","Norman Y. Mineta San Jose International"
"14832","Los Cabos International"
"14833","St. John Airport"
"14834","San Jose Airport"
"14835","Sarajevo Airport"
"14836","Professor Urbano Ernesto Stumpf"
"14837","St. Johns Industrial Air Park"
"14838","Juan Santamaria International"
"14839","Sao Jose Do Rio Preto Airport"
"14840","Sesheke Airport"
"14841","San Jose de Chiquitos"
"14842","San Angelo Regional/Mathis Field"
"14843","Luis Munoz Marin International"
"14844","San Javier Airport"
"14845","Zhengding"
"14846","Seinajoki Airport"
"14847","Sao Jorge"
"14848","Fairchild AFB"
"14849","Robert L Bradshaw International"
"14850","Suki Airport"
"14851","Samarkand Airport"
"14852","Geiteryggen"
"14853","Kelly Field"
"14854","Makedonia"
"14855","Sitkinak CGS"
"14856","Shaktoolik Airport"
"14857","Isle of Skye Airport"
"14858","Skagen"
"14859","Sokoto Airport"
"14860","Skopje Airport"
"14861","Skrydstrup Airport"
"14862","Skiros Airport"
"14863","Skwentna Airport"
"14864","Saransk Airport"
"14865","Griffing Sandusky"
"14866","Begum Nusrat Bhutto"
"14867","Salta Airport"
"14868","Storm Lake Municipal"
"14869","Salt Lake City International"
"14870","Sliac International"
"14871","McNary Field"
"14872","Sola Airport"
"14873","Solwezi Airport"
"14874","Stellar Airpark"
"14875","Adirondack Regional"
"14876","Salalah Airport"
"14877","Salina Regional"
"14878","Salem/Leckrone"
"14879","Ponciano Arriaga International"
"14880","Sleetmute Airport"
"14881","Sulphur Springs Municipal"
"14882","Silistra Polkovnik-Lambrinovo"
"14883","Harriet Alexander Field"
"14884","George F Charles"
"14885","Shimla Airport"
"14886","Plan de Guadalupe International"
"14887","Salt Cay Airport"
"14888","Marechal Cunha Machado International"
"14889","Santa Maria Airport"
"14890","Franco Bianco"
"14891","Santa Maria Airport"
"14892","Lake Cumberland Regional"
"14893","Sacramento International"
"14894","Samos Airport"
"14895","St. Michael Airport"
"14896","Estate Airstrip"
"14897","Lemhi County"
"14898","Santa Monica Municipal"
"14899","Somerset"
"14900","Simon Bolivar"
"14901","Sainte Marie"
"14902","Stone Mountain Airport"
"14903","Sheep Mountain Airport"
"14904","Samedan"
"14905","Santa Maria Public/Capt. G. Allan Hancock Field"
"14906","Simenti Airport"
"14907","Stoelmanseiland Airport"
"14908","John Wayne Airport-Orange County"
"14909","Snake Bay Airport"
"14910","General Ulpiano Paez"
"14911","Preguica"
"14912","Sub Teniente Nestor Arias"
"14913","Cap. Av. Juan Cochamanidis Saucedo"
"14914","Greenville/Sinoe Airport"
"14915","Winston Field"
"14916","Shawnee Regional"
"14917","San Ignacio de Moxos Airport"
"14918","Shannon Airport"
"14919","St. Paul Island"
"14920","San Quintin Southeast"
"14921","Saint Nazaire Montoir"
"14922","Salinas Municipal"
"14923","Las Cruces Airport"
"14924","Abel Santamaria International"
"14925","Wonkin"
"14926","Thandwe Airport"
"14927","Sidney Municipal/Lloyd W. Carr Field"
"14928","Adi Soemarmo International"
"14929","Sofia Airport"
"14930","Haukasen"
"14931","S Molle"
"14932","Sorkjosen Airport"
"14933","Semonkong Airport"
"14934","Solomon State Field"
